STATION CODE,RIVER,LOCATIONS,STATE,TEMPERATURE ºC : Min,TEMPERATURE ºC : Max,TEMPERATURE ºC : Mean,D.O. (mg/l) : Min : > 4 mg/l,D.O. (mg/l) : Max : > 4 mg/l,D.O. (mg/l) : Mean : > 4 mg/l,pH : Min : 6.5-8.5,pH : Max : 6.5-8.5,pH : Mean : 6.5-8.5,CONDUCTIVITY (µmhos/cm) : Min,CONDUCTIVITY (µmhos/cm) : Max,CONDUCTIVITY (µmhos/cm) : Mean,B.O.D. (mg/l) : Min : < 3 mg/l,B.O.D. (mg/l) : Max : < 3 mg/l,B.O.D. (mg/l) : Mean : < 3 mg/l,NITRATE- N+ NITRITE-N (mg/l) : Min,NITRATE- N+ NITRITE-N (mg/l) : Max,NITRATE- N+ NITRITE-N (mg/l) : Mean,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml,WQI
1732,,"A.D.NAGAR, AGARTALA, TRIPURA",TRIPURA,27,28,27.5,5.241992883,7.93727758,6.566725979,7.6,7.7,7.6,112,127,119,2.929793103,8.953931034,5.225103448,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9424.667663
1733,,"SHIBNAGAR, AGARTALA, TRIPURA",TRIPURA,27.7,28,27.9,5.241992883,7.93727758,6.566725979,7.4,7.9,7.7,141,149,145,2.929793103,8.953931034,5.225103448,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9424.741192
1734,,"GANDHIGRAM, AGARTALA, TRIPURA",TRIPURA,27,27.3,27.2,5.241992883,7.93727758,6.566725979,7.4,7.7,7.5,174,216,194,2.929793103,8.953931034,5.225103448,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9424.594134
1736,,"GROUND WATER QUALITY STATION SARDARNAGAR, U.P",Uttar Pradesh,22,24,23,5.241992883,7.93727758,6.566725979,6.9,7,6.9,1044,1072,1058,4.9,5.2,5.1,3.9,4.2,4,80,100,90,170,220,195,85.41973345
1737,,"GROUND WATER QUALITY STATION CAPTANGANJ, U.P",Uttar Pradesh,21,24,22.5,5.241992883,7.93727758,6.566725979,6.9,6.9,6.9,744,786,765,3.4,3.6,3.5,2.7,3,2.9,30,40,35,60,80,70,73.30723345
1738,,"SITE 1, INDUSTRIAL AREA NEAR M/S WOODWARM CHEMICAL LTD., UNNAO, U.P",Uttar Pradesh,26,26,26,5.241992883,7.93727758,6.566725979,7.7,7.7,7.7,674,674,674,2.929793103,8.953931034,5.225103448,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9424.741192
1739,,"SITE 2, INDUSTRIAL AREA NEAR M/S AMIN SONS, UNNAO, U.P",Uttar Pradesh,26,26,26,5.241992883,7.93727758,6.566725979,7.4,7.4,7.4,2987,2987,2987,2.929793103,8.953931034,5.225103448,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9424.520604
1740,,"AT ROADWAYS BUS STATION, UNNAO, U.P",Uttar Pradesh,26,26,26,5.241992883,7.93727758,6.566725979,7.3,7.3,7.3,2940,2940,2940,2.929793103,8.953931034,5.225103448,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9424.447075
1741,,"MAGAWARA INDUSTRIAL AREA NEAR M/S JAMJAM TANNERS, UNNAO, U.P",Uttar Pradesh,26,26,26,5.241992883,7.93727758,6.566725979,7.5,7.5,7.5,1202,1202,1202,2.929793103,8.953931034,5.225103448,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9424.594134
1742,,"Handpump near India Pesticide Ltd., Chinhat ind Area",Uttar Pradesh,25,25.8,25.4,5.241992883,7.93727758,6.566725979,7.1,7.3,7.2,587,639,613,0.1,0.1,0.1,0,0.3,0.2,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9403.852281
1743,,"Handpump near Eveready Inds.,  Aishbagh",Uttar Pradesh,25,26,25.5,5.241992883,7.93727758,6.566725979,7,7.2,7.1,963,1182,1072,0.2,0.2,0.2,10.2,24.8,17.5,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9476.278752
1744,,"JAJMAU INDUSTRIAL AREA NO. 6 KANPUR, U.P",Uttar Pradesh,29,29,29,5.241992883,7.93727758,6.566725979,6.9,6.9,6.9,3923,3923,3923,2.929793103,8.953931034,5.225103448,3.9,3.9,3.9,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9440.402957
1745,,"PANKI INDUSTRIAL AREA NEAR INDUSTRY OF AMMONIA FERTIZER KANPUR, U.P",Uttar Pradesh,29,29,29,5.241992883,7.93727758,6.566725979,7.4,7.4,7.4,1109,1109,1109,2.929793103,8.953931034,5.225103448,4.2,4.2,4.2,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9442.020604
1746,,Nagar Palika Tube well Sultanpur,Uttar Pradesh,18,22,20.7,5.241992883,7.93727758,6.566725979,7.6,7.8,7.7,315,869,622,2.929793103,8.953931034,5.225103448,0,0.3,0.2,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9425.574526
1747,,"India Marka hand pump,Sareny, Raebareli",Uttar Pradesh,21,21,21,5.241992883,7.93727758,6.566725979,7.8,7.9,7.8,611,852,732,2.929793103,8.953931034,5.225103448,0.2,0.2,0.2,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9425.648055
1749,,"TUBE WELL AT MEERUT CITY, U.P",Uttar Pradesh,22,22,22,5.241992883,7.93727758,6.566725979,7.1,7.2,7.2,510,740,625,2.929793103,8.953931034,5.225103448,0,0.8,0.4,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9426.040212
1750,,"TUBE WELL AT BAGPAT CITY, U.P",Uttar Pradesh,22,23,22.5,5.241992883,7.93727758,6.566725979,7.4,7.7,7.6,690,710,700,2.929793103,8.953931034,5.225103448,0,0.8,0.4,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9426.33433
1752,,"SAHIBABAD INDUSTRIAL AREA, GHAZIABAD, U.P",Uttar Pradesh,23,23.6,23.3,5.241992883,7.93727758,6.566725979,6.6,7.3,6.9,1020,3880,2450,2,2.8,2.4,2.5,2.7,2.6,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9423.215026
1753,,"MEERUT ROAD INDUSTRIAL AREA GHAZIABAD, U.P",Uttar Pradesh,23,24,23.5,5.241992883,7.93727758,6.566725979,6.4,7,6.7,1680,1943,1812,2,2.5,2.3,1,1.8,1.4,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9417.651301
1754,,"HAPUR ROAD INDUSTRIAL AREA GHAZIABAD, U.P",Uttar Pradesh,22.8,24,23.4,5.241992883,7.93727758,6.566725979,6.4,7.1,6.8,1070,1250,1160,1.2,2.1,1.7,1.5,2.4,2,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9417.72483
1755,,"PILKHUA INDUSTRIAL AREA GHAZIABAD, U.P",Uttar Pradesh,23,25,24,5.241992883,7.93727758,6.566725979,6.5,7.2,6.9,1210,1800,1505,2.2,2.6,2.4,0.4,1.8,1.1,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9416.965026
1757,,"Hand Pump, Mirzapur Industrial area Mirzapur",Uttar Pradesh,22.9,23.8,23.4,5.241992883,7.93727758,6.566725979,7.2,7.4,7.3,1336,1418,1377,0.2,0.2,0.2,1.6,7.2,4.4,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9421.842477
1759,,"IFFCO, PHOOLPUR, ALLAHABAD, U.P",Uttar Pradesh,23.2,23.6,23.4,5.241992883,7.93727758,6.566725979,7.1,7.3,7.2,1248,1324,1286,0.3,0.3,0.3,0,1.5,0.7,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9406.768948
1760,,"M/S KANORIA CHEMICAL SONBHADRA, U.P",Uttar Pradesh,23.3,24,23.7,5.241992883,7.93727758,6.566725979,6.7,7,6.9,1258,1336,1297,0.3,0.4,0.4,0,11.4,5.7,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9427.798359
1761,,"TUBE WELL IN SINGRAULI INDUSTRIAL AREA, U.P",Uttar Pradesh,22.8,23.9,23.4,5.241992883,7.93727758,6.566725979,7.2,7.3,7.3,982,1015,999,0.3,0.4,0.4,0,1.6,0.8,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9407.67581
1769,,"Hand Pump, At Industrial Area Naini, Allahabad",Uttar Pradesh,23.8,33,28.9,5.241992883,7.93727758,6.566725979,7.1,7.6,7.3,1142,3300,2554,0.3,1,0.6,0,2,0.7,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9408.092477
2469,,"AT INDUSTRIAL AREA. NAINI, ALLAHABAD",Uttar Pradesh,23.8,23.8,23.8,5.241992883,7.93727758,6.566725979,7.6,7.6,7.6,1142,1142,1142,0.3,0.3,0.3,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9404.146399
2469,,"AT INDUSTRIAL AREA. NAINI, ALLAHABAD",Uttar Pradesh,23.8,23.8,23.8,5.241992883,7.93727758,6.566725979,7.6,7.6,7.6,1092,1092,1092,0.2,0.2,0.2,0.8,0.8,0.8,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9407.063065
2470,,"AT INDUSTRIAL AREA, FATEHPUR",Uttar Pradesh,23,23.7,23.4,5.241992883,7.93727758,6.566725979,7.2,7.3,7.2,1272,1337,1305,0.3,0.4,0.4,0,3.8,1.9,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9412.185614
2471,,"GORAKHPUR INDUSTRIAL DEVELOPMENT AUTHORITY AREA (GIDA), GORAKHPUR",Uttar Pradesh,20,23,21.5,5.241992883,7.93727758,6.566725979,8,8,8,486,496,491,2.2,2.6,2.4,0.3,0.4,0.4,40,60,50,100,110,105,59.35355698
2472,,"VILLAGE DAURALA, MEERUT",Uttar Pradesh,22,23,22.5,5.241992883,7.93727758,6.566725979,7.6,7.6,7.6,960,1060,1010,2.929793103,8.953931034,5.225103448,0,0.3,0.2,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9425.500996
2473,,"KHEKRA, BAGHPAT",Uttar Pradesh,20,21,20.5,5.241992883,7.93727758,6.566725979,7.3,7.7,7.5,210,710,460,2.929793103,8.953931034,5.225103448,0,0.8,0.4,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9426.2608
2474,,"India Marka hand pump,Unchahar, Raebareli",Uttar Pradesh,20,21,20.5,5.241992883,7.93727758,6.566725979,7.7,7.8,7.8,601,792,697,2.929793103,8.953931034,5.225103448,0.3,0.3,0.3,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9426.064722
2475,,"India Marka hand pump, Ind. Area, Sultanpur Road,Raebareli",Uttar Pradesh,21,22,21.5,5.241992883,7.93727758,6.566725979,7.9,8.1,8,688,762,725,2.929793103,8.953931034,5.225103448,0.4,0.4,0.4,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9426.628447
2477,,NEAR ARYA KANYA INTER COLLEGE. JALAUN,Uttar Pradesh,17.2,31.2,26.2,5.241992883,7.93727758,6.566725979,7.3,7.9,7.6,983,2860,1382,2.929793103,8.953931034,5.225103448,0,0,0,0,0,0,0,0,0,68.40153703
2478,,"Handpump near Uptron Police Chowki Dewa road,",Uttar Pradesh,25,25.8,25.4,5.241992883,7.93727758,6.566725979,7.2,7.5,7.4,520,601,560,0.3,0.3,0.3,0,0.4,0.2,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9404.832673
2480,,"NEAR BRAHMAN MAJRA, PILKHANI",Uttar Pradesh,20,20,20,5.241992883,7.93727758,6.566725979,7.5,7.5,7.5,380,380,380,2.929793103,8.953931034,5.225103448,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9424.594134
1767,,"DURGAPUR TOWN,NEAR IISCO, BURDWAN, WEST BENGAL",WEST BENGAL,27,28,27.5,5.241992883,7.93727758,6.566725979,7.4,7.4,7.4,877,888,883,0.7,0.7,0.7,0.4,0.5,0.4,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9407.332673
1768,,"DURGAPUR TOWN, BURDWAN, WEST BENGAL",WEST BENGAL,31,33,32,5.241992883,7.93727758,6.566725979,6.9,7.4,7.2,656,864,760,0.3,1.5,0.9,0.3,0.5,0.4,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9408.018948
1770,,"NEAR IOC REFINERY HALDIA, WEST BENGAL",WEST BENGAL,35,35,35,5.241992883,7.93727758,6.566725979,7.1,7.3,7.2,2140,2170,2155,2.8,3.2,3,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9415.102281
1771,,"KALYANI INDUSTRIAL AREA, NADIA, WEST BENGAL",WEST BENGAL,27,28,27.5,5.241992883,7.93727758,6.566725979,7.5,8.3,7.9,572,672,622,0.7,1.3,1,0.1,0.4,0.2,0,0,0,1,1,1,51.8533609
1772,,"BARASAT MUNICIPALITY NORTH 24-P, WEST BENGAL",WEST BENGAL,28,28,28,5.241992883,7.93727758,6.566725979,7.1,8,7.5,696,867,782,0.5,1,0.8,0.1,0.5,0.3,0,0,0,0,0,0,51.14007658
1773,,"TANGRA, CALCUTTA ,WEST BENGAL",WEST BENGAL,28,29,28.5,5.241992883,7.93727758,6.566725979,7.5,7.8,7.6,1943,2146,2045,0.6,2,1.3,0,0.1,0.1,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9408.729732
1774,,"TOPSIA CALCUTTA, WEST BENGAL",WEST BENGAL,28,29,28.5,5.241992883,7.93727758,6.566725979,7.3,7.5,7.4,1680,1777,1729,0.4,1.6,1,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9406.916007
1775,,"DHAPA CALCUTTA, WEST BENGAL",WEST BENGAL,27,28,27.5,5.241992883,7.93727758,6.566725979,7.2,7.3,7.3,1815,1833,1824,0.7,1.5,1.1,0,0.1,0.1,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9407.67581
1776,,"GARIA CALCUTTA, WEST BENGAL",WEST BENGAL,27,28,27.5,5.241992883,7.93727758,6.566725979,7.3,7.5,7.4,1209,1231,1220,0.4,1,0.7,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9405.666007
1777,,"BEHALA CALCUTTA, WEST BENGAL",WEST BENGAL,27,28,27.5,5.241992883,7.93727758,6.566725979,7.7,7.8,7.7,852,926,889,0.3,1,0.7,0.1,0.6,0.3,7,7,7,9,9,9,50.96296874
1778,,"DOMJUR HOWRAH, WEST BENGAL",WEST BENGAL,28,28,28,5.241992883,7.93727758,6.566725979,7.3,7.6,7.4,708,817,763,2,2,2,0,0.1,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9411.082673
1779,,"DANKUNI (NEAR COAL COMPLEX), WEST BENGAL",WEST BENGAL,29,29,29,5.241992883,7.93727758,6.566725979,7.2,7.9,7.6,938,1030,984,0.7,1.1,0.9,0.1,1,0.5,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9408.729732
1813,,"RISHRA, WEST BENGAL",WEST BENGAL,28,28,28,5.241992883,7.93727758,6.566725979,7.3,7.9,7.6,261,924,593,0.5,1.8,1.1,0.1,0.9,0.5,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9409.563065
1931,,COSSIPORE - NORTH KOLKATA,WEST BENGAL,26,26,26,5.241992883,7.93727758,6.566725979,7.3,7.6,7.5,2370,2444,2407,0.3,0.6,0.4,0,0.1,0,900,900,900,1600,1600,1600,61.22340992
1932,,CENTRAL KOLKATA,WEST BENGAL,26,27,26.5,5.241992883,7.93727758,6.566725979,7.6,7.7,7.6,864,1119,992,0.3,1.3,0.8,0.1,0.2,0.1,7,7,7,14,14,14,50.48527266
1933,,"NEAR GALVANISATION UNIT, HOWRAH",WEST BENGAL,28,30,29,5.241992883,7.93727758,6.566725979,7.3,8,7.6,260,1486,873,0.3,1.1,0.7,0,0.7,0.4,500,540,520,920,1600,1260,59.563606
1934,,CENTRAL HOWRAH-RESIDENTAIL AREA,WEST BENGAL,29,30,29.5,5.241992883,7.93727758,6.566725979,7.4,7.5,7.4,2270,2370,2320,0.4,0.4,0.4,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9404.416007
1935,,INSIDE KOLKATA LEATHER COMPLEX,WEST BENGAL,28.5,29,28.8,5.241992883,7.93727758,6.566725979,7.1,7.4,7.2,1450,1472,1461,0.4,1,0.7,0,0.2,0.1,2,2,2,8,8,8,49.70948835
1936,,RESIDENTIAL AREA AT SONARPUR,WEST BENGAL,27,28,27.5,5.241992883,7.93727758,6.566725979,7.5,7.6,7.6,905,928,917,0.5,0.8,0.6,0,0.1,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9405.396399
1937,,RAJARHAT - NEW TOWNSHIP,WEST BENGAL,27,28,27.5,5.241992883,7.93727758,6.566725979,7.5,8,7.7,1470,1570,1520,0.6,0.6,0.6,0.1,0.3,0.2,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9406.303261
1938,,BASIRHAT MUNICIPALITY,WEST BENGAL,31,32,31.5,5.241992883,7.93727758,6.566725979,8.2,8.5,8.3,1717,2240,1979,0.7,1.3,1,0.2,1.1,0.6,2,2,2,3,3,3,53.83914521
1939,,BARRAKPORE MUNICIPALITY,WEST BENGAL,25,30,27.5,5.241992883,7.93727758,6.566725979,7.3,8.4,7.9,348,384,366,0.1,2.6,1.4,0.1,0.4,0.2,0,0,0,0,0,0,53.51752756
1940,,NEAR THE PHOSPHATE COMPANY-RISHRA,WEST BENGAL,27.5,29,28.3,5.241992883,7.93727758,6.566725979,7.4,7.8,7.6,554,565,560,1,1.1,1,0.1,1,0.6,0,0,0,0,0,0,53.29693933
1941,,"NEAR FLY ASH DUMPING SITE-KUNTIGHAT, BANDEL",WEST BENGAL,28,29,28.5,5.241992883,7.93727758,6.566725979,7.5,7.8,7.6,385,410,398,0.3,1.1,0.7,0.2,0.4,0.3,0,0,0,0,0,0,50.79693933
1942,,NEAR EXIDE INDUSTRIES-HALDIA,WEST BENGAL,33,33,33,5.241992883,7.93727758,6.566725979,7.3,7.5,7.4,1248,1441,1345,0.4,1.4,0.9,0.4,0.4,0.4,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9408.166007
1943,,"INSIDE TATA METALIKS, KHARAGPUR",WEST BENGAL,31,32,31.5,5.241992883,7.93727758,6.566725979,7.1,7.5,7.3,448,535,492,0.3,0.3,0.3,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9403.92581
1944,,KHARAGPUR INDUSTRIAL AREA,WEST BENGAL,30,30,30,5.241992883,7.93727758,6.566725979,7.2,7.4,7.3,100,116,108,0.6,0.8,0.7,1,1.5,1.2,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9410.592477
1945,,ENGLISH BAZAR- MALDAH,WEST BENGAL,24,26,25,5.241992883,7.93727758,6.566725979,7,7.6,7.3,398,590,494,0.6,0.8,0.7,0.1,1.1,0.6,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9408.092477
2510,,GEOKHALI BUNGLOW MIDNAPUR-EAST,WEST BENGAL,27,28.5,27.8,5.241992883,7.93727758,6.566725979,7.2,7.5,7.3,1008,1016,1012,0.4,0.8,0.6,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9405.17581
2515,,"SDO OFFICE, RANAGHAT",WEST BENGAL,26,29,27.5,5.241992883,7.93727758,6.566725979,7.2,7.9,7.5,429,500,465,0.2,0.7,0.5,0.1,0.7,0.4,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9406.572869
2516,,"SDO OFFICE, KRISHNANAGAR",WEST BENGAL,27,29,28,5.241992883,7.93727758,6.566725979,7.1,8,7.6,426,663,545,0.1,0.4,0.2,0.2,0.3,0.2,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9404.563065
2526,,FULBARI BARRAGE,WEST BENGAL,26,28,27,5.241992883,7.93727758,6.566725979,7,7.4,7.2,85,101,93,0.2,1.2,0.7,0.1,0.3,0.2,70,80,75,120,140,130,51.16115502
2528,,GROUND WATER POINT INSIDE BURDWAN UNIVERSITY,WEST BENGAL,29,29.5,29.3,5.241992883,7.93727758,6.566725979,7.1,7.5,7.3,752,796,774,0.8,2.5,1.6,0.4,0.5,0.5,2,2,2,4,4,4,55.18968443
2529,,GROUND WATER POINT NEAR BURDWAN STATION,WEST BENGAL,28,29,28.5,5.241992883,7.93727758,6.566725979,6.8,7.5,7.1,663,714,689,0.4,0.9,0.7,0.7,0.7,0.7,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9408.362085
2530,,HOT SPRING AT BAKRESHWAR,WEST BENGAL,66,68,67,5.241992883,7.93727758,6.566725979,9.3,9.3,9.3,552,594,573,1.1,1.9,1.5,0.4,0.4,0.4,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9412.063065
2533,,SURI TOWN NEAR BUS STAND,WEST BENGAL,29,29,29,5.241992883,7.93727758,6.566725979,6.1,7.4,6.7,660,929,795,0.7,1.3,1,0.6,0.8,0.7,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9409.317967
2535,,VISVA BHARATI,WEST BENGAL,30,31,30.5,5.241992883,7.93727758,6.566725979,6.9,7.3,7.1,482,493,488,0.5,0.7,0.6,0.2,0.2,0.2,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9405.862085
2536,,NALHATI RAILWAY STATION OF BIRBHUM,WEST BENGAL,29,29,29,5.241992883,7.93727758,6.566725979,7.1,7.1,7.1,314,1013,664,0.9,1.1,1,4.7,6.6,5.7,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9430.445418
2537,,BOLPUR NEAR RAILWAY STATION,WEST BENGAL,28,30,29,5.241992883,7.93727758,6.566725979,7,8,7.5,358,801,580,0.3,0.9,0.6,2.2,2.6,2.4,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9415.322869
2538,,MOREGRAM CROSSING,WEST BENGAL,29,29,29,5.241992883,7.93727758,6.566725979,7,7,7,306,306,306,1.2,3.5,2.3,0.6,0.7,0.6,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9414.538556
2540,,SATI GHAT AT BANKURA TOWN,WEST BENGAL,28,30,29,5.241992883,7.93727758,6.566725979,7.5,7.5,7.5,1727,1854,1791,0.8,0.9,0.8,0.2,0.2,0.2,4,4,4,13,13,13,50.79590992
2542,,DWARIKA AT BISHNUPUR TOWN,WEST BENGAL,26,29,27.5,5.241992883,7.93727758,6.566725979,6.6,6.7,6.7,742,814,778,0.4,0.9,0.7,0.1,0.1,0.1,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9405.567967
2543,,SDO OFFICE AT BISHNUPUR TOWN,WEST BENGAL,26,29,27.5,5.241992883,7.93727758,6.566725979,5.7,8,6.9,123,140,132,0.4,0.7,0.6,2.1,3.4,2.8,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9416.548359
2545,,GROUND WATER POINT AT PURULIA RK MISSION,WEST BENGAL,27,32,29.5,5.241992883,7.93727758,6.566725979,6.8,7.5,7.1,485,1568,1027,1.1,1.7,1.4,3.9,4.1,4,8,8,8,13,13,13,68.8751256
2546,,ULUBERIA COLLEGE AT HOWRAH,WEST BENGAL,26,29,27.5,5.241992883,7.93727758,6.566725979,7.9,8,7.9,969,987,978,0.3,0.7,0.5,0,0.8,0.4,4,4,4,13,13,13,50.6733609
2547,,"AMTOLA ON DIAMOND HARBOUR ROAD, 24 PARGANAS (S)",WEST BENGAL,26,27,26.5,5.241992883,7.93727758,6.566725979,7.1,8,7.5,1048,2140,1594,0.3,1.4,0.8,0.1,0.6,0.3,500,500,500,900,900,900,58.39007658
2548,,"HIDCO OFFICE, RAJARHAT",WEST BENGAL,27,29,28,5.241992883,7.93727758,6.566725979,7.2,7.5,7.4,1832,2040,1936,0.5,0.7,0.6,0.1,0.2,0.2,2,2,2,11,11,11,49.86404717
1448,,"GAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH,25,27,25.9,5,6.2,5.5,7.2,8,7.6,314,1280,569,1,3.8,1.3,0.1,3.1,0.9,2,93,18,7,380,141,49.66240196
2352,,"RIVER VAMSHADHARA, KALINGAPATM,VIZIAGARAM",ANDHRA PRADESH,25,28,26.5,4.8,6.2,5.4,7.7,8,7.8,281,384,310,0.2,1,0.8,0.2,16.1,2.4,3,15,7,4,460,107,53.15612745
3080,,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH,16,24,18.9,6.8,7.8,7.1,7.4,8.3,7.8,407,633,516,0.5,1,0.7,0.4,0.7,0.5,2,2,2,900,1700,1238,58.22529412
3081,,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH,19,27,20.5,6.5,7.4,6.9,7.2,8.6,8,374,610,505,0.5,1.4,0.9,0.7,0.9,0.7,2,2,2,1400,2100,1563,59.60151961
1444,,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KARNATAKA,26,28,27.1,6.8,7.6,7.3,7.2,7.5,7.3,51,223,109,1.2,3.9,2.4,0,14.6,3.4,5,46,18,11,175,65,75.50181373
2780,,"KALI AT U/S OF WCPM, DANDELI, KARNATAKA",KARNATAKA,25,28,26.3,7.2,7.9,7.5,7.2,7.8,7.5,54,158,83,0.8,5,2.1,0,10.7,2,8,70,22,21,221,74,69.87803922
1894,,KUMARADHARA - U/S OF UPPIGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNATAKA,27,34,29.1,6.2,6.7,6.4,6.6,7.8,7.2,41,382,102,1,1,1,0,0,0,14,350,137,170,1600,1223,53.88828431
1892,,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,25,32,28.4,6.2,6.9,6.5,6.5,7.5,7.1,44,450,92,1,1,1,0,0,0,17,350,155,79,1600,1342,54.9172549
2423,,"BUDHABALANGA, D/S OF BARIPADA TOWN",ODISHA,18,30,24.7,7.2,8.2,7.7,7.4,8.2,7.9,145,392,232,0.6,2.7,1.3,0.2,1.8,0.8,4900,92000,30790,11000,92000,40500,471.8338235
2424,,BUDHABALANGA AT BALASORE D/S,ODISHA,15,29,24.4,7.2,8,7.5,7.2,8.4,7.8,110,2246,519,1.1,3.2,2.1,0.1,1.6,0.7,13000,160000,38700,17000,160000,53556,585.1669608
